StationId,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3
OD002,7/13/2019,27.23,28.36,5.9,34.25,1.63,32.92,2.08
OD002,7/14/2019,35.48,55.81,4.72,46.63,1.67,34.62,1.8
OD002,7/15/2019,29.0,30.31,5.03,35.34,1.55,33.42,2.51
OD002,7/16/2019,36.21,34.18,3.27,37.45,1.64,33.14,3.9
OD002,7/17/2019,43.58,38.93,1.88,42.42,1.99,33.98,3.0
OD002,7/18/2019,34.79,60.6,1.96,50.87,1.91,34.76,3.73
OD002,7/19/2019,9.42,62.2,1.3,54.73,1.77,33.78,1.42
OD002,7/20/2019,13.09,45.05,1.68,43.59,1.34,33.66,1.35
OD002,7/21/2019,18.53,54.34,3.28,48.54,1.28,34.0,2.69
OD002,7/22/2019,17.05,49.06,0.63,45.63,1.19,34.16,1.98
OD002,7/23/2019,16.44,47.67,1.57,44.88,1.21,33.57,2.59
OD002,7/24/2019,21.6,30.12,7.21,35.01,1.29,34.15,1.86
OD002,7/25/2019,28.79,40.48,8.7,38.69,1.61,35.14,3.06
OD002,7/26/2019,14.82,36.53,9.75,38.85,1.7,35.14,0.86
OD002,7/27/2019,11.48,23.92,7.89,31.65,1.51,35.31,0.87
OD002,7/28/2019,18.42,24.65,9.11,31.99,1.73,35.69,1.13
OD002,7/29/2019,11.7,25.02,8.67,32.21,1.47,35.23,0.9
OD002,7/30/2019,14.68,23.18,9.02,31.22,1.38,34.89,1.53
OD002,7/31/2019,17.89,20.67,9.22,29.89,1.43,36.37,0.75
OD002,8/1/2019,6.76,18.0,10.5,28.36,1.47,37.2,0.45
OD002,8/2/2019,18.39,16.56,10.94,27.49,1.81,37.47,3.23
OD002,8/3/2019,12.77,18.03,10.31,28.34,1.82,37.9,0.93
OD002,8/4/2019,8.61,18.5,10.09,28.59,1.56,37.65,1.56
OD002,8/5/2019,14.06,15.19,11.57,26.74,1.7,37.79,1.92
OD002,8/6/2019,23.24,32.94,6.3,36.78,1.82,37.34,2.25
OD002,8/7/2019,20.26,47.26,0.21,44.81,1.92,42.11,1.66
OD002,8/8/2019,13.98,41.56,3.19,41.55,1.66,43.81,1.28
OD002,8/9/2019,17.65,22.56,8.45,30.81,1.64,43.0,1.45
OD002,8/10/2019,20.65,20.62,9.1,29.72,2.08,41.04,2.13
OD002,8/11/2019,21.76,24.06,7.59,31.65,1.93,40.27,2.8
OD002,8/12/2019,25.89,25.59,6.94,32.5,2.13,39.46,1.9
OD002,8/13/2019,24.04,25.27,7.28,32.35,2.11,40.14,1.18
OD002,8/15/2019,37.77,18.25,10.2,28.45,2.12,39.72,1.89
OD002,8/17/2019,35.13,23.53,7.81,31.33,2.31,40.78,1.83
OD002,8/18/2019,17.76,27.59,8.12,33.53,2.23,41.57,2.29
OD002,8/19/2019,12.7,20.11,9.34,29.46,1.83,40.44,1.16
OD002,8/20/2019,21.08,23.31,8.31,31.24,1.8,40.1,3.12
OD002,8/21/2019,24.03,25.9,6.85,32.68,2.14,40.15,2.73
OD002,8/22/2019,36.68,42.07,7.19,42.13,2.2,40.07,6.42
OD002,8/23/2019,35.27,27.23,6.7,33.44,2.66,40.38,2.28
OD002,8/24/2019,37.09,27.67,6.67,33.62,2.77,40.82,4.57
OD002,8/25/2019,30.54,28.75,6.61,34.23,2.42,40.91,2.58
OD002,8/26/2019,18.09,27.0,7.78,33.22,2.1,41.32,0.81
OD002,8/27/2019,31.43,20.56,9.1,29.65,2.62,42.39,2.34
OD002,8/28/2019,26.15,21.41,8.73,30.15,2.41,42.79,1.42
OD002,8/29/2019,24.49,28.16,8.2,34.01,2.19,43.25,2.83
OD002,8/30/2019,34.32,35.66,5.37,38.15,1.26,46.89,5.94
OD002,8/31/2019,15.9,53.49,3.07,48.3,0.36,50.6,7.23
OD002,9/1/2019,16.31,63.63,3.79,55.48,0.89,28.68,0.77
OD002,9/2/2019,21.0,33.27,4.19,36.99,1.21,16.49,0.47
OD002,9/3/2019,20.71,31.78,4.34,36.07,1.56,63.23,0.95
OD002,9/4/2019,29.07,26.09,7.61,32.81,1.31,51.39,1.08
OD002,9/5/2019,21.03,44.8,0.69,43.31,1.39,12.1,0.81
OD002,9/6/2019,15.76,42.97,7.03,48.64,1.34,9.21,1.05
OD002,9/7/2019,14.08,23.47,8.28,31.31,0.96,25.88,0.5
OD002,9/8/2019,24.3,27.14,9.28,33.54,1.04,20.9,0.7
OD002,9/9/2019,25.6,25.97,8.05,32.95,1.18,23.39,0.57
OD002,9/10/2019,24.15,22.48,8.45,30.93,1.03,36.23,0.5
OD002,9/11/2019,30.58,40.31,6.79,41.69,1.24,31.3,0.38
OD002,9/12/2019,24.97,40.44,6.38,40.75,1.06,20.39,0.69
OD002,9/13/2019,19.09,30.97,5.69,35.6,1.09,10.59,0.84
OD002,9/14/2019,25.07,22.3,9.61,30.88,1.39,8.71,1.52
OD002,9/15/2019,24.05,22.82,8.36,31.17,1.2,7.27,1.21
OD002,9/16/2019,21.42,23.0,8.24,31.25,1.12,5.2,1.41
OD002,9/17/2019,14.39,22.52,8.74,30.99,0.86,2.13,1.23
OD002,9/18/2019,14.17,38.62,8.53,50.22,0.93,2.36,1.18
OD002,9/19/2019,9.55,20.31,9.36,29.66,0.86,1.87,0.77
OD002,9/20/2019,14.16,54.81,8.24,47.05,1.04,1.73,0.82
OD002,9/21/2019,27.94,39.76,1.13,40.61,1.15,2.47,1.52
OD002,9/22/2019,18.51,76.8,1.28,58.22,1.24,2.92,1.18
OD002,9/23/2019,14.8,37.28,1.98,39.26,1.05,1.99,0.89
OD002,9/24/2019,8.01,39.83,0.86,40.64,1.0,2.39,1.28
OD002,9/26/2019,8.1,57.95,10.93,13.54,0.92,5.85,9.85
OD002,10/1/2019,31.11,37.68,3.1,39.47,0.35,44.33,0.76
OD002,10/2/2019,29.91,40.78,2.61,41.14,0.54,34.56,0.11
OD002,10/10/2019,18.42,16.7,10.6,26.52,0.89,28.54,11.0
OD002,10/11/2019,21.72,18.88,9.95,28.83,1.1,26.97,12.19
OD002,10/12/2019,35.44,20.13,9.32,29.44,1.87,27.91,12.11
OD002,10/13/2019,34.7,20.5,9.14,29.64,2.02,31.68,12.79
OD002,10/14/2019,33.8,20.98,8.98,29.96,1.77,30.39,12.03
OD002,10/15/2019,33.8,23.37,7.82,31.19,1.43,28.91,12.56
OD002,10/16/2019,31.35,23.07,8.01,31.08,1.54,29.04,11.31
OD002,10/17/2019,22.01,22.3,8.37,30.67,1.04,27.53,11.19
OD002,10/18/2019,23.79,16.79,11.21,27.27,0.94,24.68,13.32
OD002,10/19/2019,33.81,15.68,11.51,27.05,1.12,25.07,12.35
OD002,10/20/2019,26.6,14.95,11.69,26.63,1.06,27.02,11.41
OD002,10/21/2019,36.24,15.7,11.35,27.05,1.77,34.1,12.4
OD002,10/22/2019,25.48,15.31,11.59,26.9,1.34,34.65,12.14
OD002,10/23/2019,20.56,19.3,9.83,29.13,1.01,31.49,10.81
OD002,10/24/2019,17.03,20.9,9.06,29.96,0.89,27.92,10.0
OD002,10/25/2019,17.15,42.42,7.86,43.87,1.33,27.69,11.84
OD002,10/26/2019,25.94,30.2,5.03,35.23,1.81,30.33,12.29
OD002,10/27/2019,25.45,28.38,5.86,34.24,1.61,30.71,13.15
OD002,10/28/2019,30.57,28.74,5.69,34.44,1.36,30.21,11.49
OD002,10/29/2019,29.78,30.34,4.99,35.33,1.38,30.06,12.28
OD002,10/30/2019,30.2,31.37,4.49,35.87,1.76,30.56,13.09
OD002,10/31/2019,31.12,32.64,3.86,36.5,2.2,31.8,13.98
OD002,11/1/2019,30.68,32.31,4.11,36.42,2.7,33.75,15.29
OD002,11/2/2019,45.32,33.66,3.39,37.05,2.84,35.07,15.08
OD002,11/3/2019,73.53,34.83,2.89,37.72,2.94,36.3,13.82
OD002,11/4/2019,56.24,38.0,2.2,39.48,2.74,35.03,14.52
OD002,11/5/2019,49.14,38.52,1.93,39.85,2.5,35.68,13.65
OD002,11/6/2019,44.28,39.67,1.78,40.53,2.17,35.67,13.07
OD002,11/7/2019,48.32,41.82,1.21,41.62,2.11,36.43,13.67
OD002,11/8/2019,57.45,39.71,1.9,40.38,1.68,36.34,13.75
OD002,11/9/2019,37.33,36.81,2.05,38.86,1.15,35.36,12.01
OD002,11/10/2019,23.65,36.26,2.31,38.54,1.12,34.5,11.73
OD002,11/11/2019,43.57,21.85,6.51,28.35,1.69,35.23,12.4
OD002,11/12/2019,56.68,5.19,10.43,14.38,1.7,38.71,12.58
OD002,11/13/2019,69.27,5.68,10.2,14.74,1.86,39.08,12.95
OD002,11/14/2019,80.53,4.63,10.76,14.03,2.24,39.07,13.36
OD002,11/15/2019,81.36,6.58,9.3,15.88,2.2,39.02,13.07
OD002,11/16/2019,84.41,6.99,9.1,16.09,2.33,38.63,13.39
OD002,11/17/2019,62.46,8.44,8.44,16.88,1.95,39.07,12.57
OD002,11/18/2019,101.99,10.25,8.1,17.85,2.3,42.04,12.29
OD002,11/19/2019,69.25,5.82,9.92,15.1,2.02,39.54,12.64
OD002,11/20/2019,63.74,5.99,9.57,15.54,1.41,39.11,12.41
OD002,11/21/2019,76.79,7.47,8.87,16.35,1.87,39.22,12.54
OD002,11/22/2019,92.45,7.77,8.74,16.51,2.11,40.03,12.55
OD002,11/23/2019,102.67,12.01,7.84,18.86,2.54,40.32,13.17
OD002,11/28/2019,71.89,4.45,5.5,9.5,0.72,15.32,13.01
OD002,11/29/2019,127.94,117.8,13.73,71.58,1.96,28.06,14.53
OD002,11/30/2019,100.74,246.66,28.59,228.96,1.4,37.86,16.7
OD002,12/1/2019,83.18,215.42,33.72,195.69,1.02,44.8,23.0
OD002,12/2/2019,81.48,161.94,41.18,152.3,0.99,36.63,26.96
OD002,12/3/2019,103.15,196.8,39.88,207.65,1.57,30.74,20.63
OD002,12/4/2019,60.99,19.08,22.42,38.24,0.7,27.49,23.48
OD002,12/5/2019,73.34,11.74,33.79,43.47,1.63,25.79,23.81
OD002,12/6/2019,79.58,11.74,33.74,43.47,2.66,27.41,16.11
OD002,12/7/2019,87.21,11.19,33.91,43.24,2.66,23.24,18.23
OD002,12/8/2019,82.46,10.86,33.73,43.42,2.67,21.72,5.02
OD002,12/9/2019,86.08,10.3,34.67,42.17,2.66,19.28,13.41
OD002,12/10/2019,79.14,9.73,35.33,41.27,2.43,18.4,12.23
OD002,12/11/2019,88.37,9.72,35.01,41.7,2.67,18.33,13.45
OD002,12/12/2019,83.05,9.19,35.25,41.45,2.52,16.62,8.59
OD002,12/13/2019,38.66,7.75,36.71,39.42,1.43,10.39,18.6
OD002,12/14/2019,57.85,6.64,37.0,39.02,1.8,10.08,15.04
OD002,12/15/2019,41.08,8.0,36.53,39.79,1.6,8.32,13.86
OD002,12/16/2019,57.52,7.82,36.3,40.04,1.84,5.7,21.75
OD002,12/17/2019,61.9,8.4,35.98,40.51,1.89,4.65,20.72
OD002,12/18/2019,63.44,25.41,34.66,48.64,2.19,2.91,11.03
OD002,12/19/2019,57.56,21.02,29.68,49.7,1.94,11.65,27.13
OD002,12/20/2019,103.21,14.05,32.18,46.18,1.9,26.9,24.26
OD002,12/21/2019,203.95,24.57,27.87,52.44,0.8,39.72,17.08
OD002,12/22/2019,176.96,11.44,33.2,44.65,0.55,27.52,23.96
OD002,12/23/2019,169.9,11.81,33.06,44.87,0.32,15.89,37.04
OD002,12/24/2019,178.44,12.24,32.91,45.14,0.8,16.86,19.16
OD002,12/25/2019,137.35,10.81,33.51,44.32,0.47,11.81,28.76
OD002,12/26/2019,112.48,24.04,30.37,50.14,0.17,8.5,23.39
OD002,12/27/2019,110.38,11.35,33.19,44.54,0.67,17.18,13.94
OD002,12/28/2019,136.76,23.83,28.8,35.56,1.15,22.78,13.63
OD002,12/29/2019,154.06,2.28,26.65,6.31,2.53,32.39,18.0
OD002,12/30/2019,186.5,3.0,24.71,8.47,2.29,30.12,20.07
OD002,12/31/2019,183.89,4.74,18.48,16.79,2.49,36.3,20.73
OD002,1/1/2020,153.15,0.78,18.97,16.05,1.99,32.83,30.07
OD002,1/2/2020,112.9,0.75,18.83,16.46,1.74,29.78,0.1
OD002,1/3/2020,89.14,17.62,17.6,24.59,1.54,22.02,7.38
OD002,1/4/2020,69.18,3.67,17.69,17.71,1.39,25.63,8.51
OD002,1/9/2020,117.61,0.44,21.55,12.71,1.46,2.5,21.65
OD002,1/10/2020,104.0,2.47,22.36,11.59,1.71,1.67,15.92
OD002,1/11/2020,130.4,1.59,22.18,11.8,2.01,2.37,26.85
OD002,1/12/2020,136.05,1.43,22.55,11.27,2.07,2.54,27.09
OD002,1/14/2020,173.53,178.12,25.1,69.59,2.12,5.97,8.62
OD002,1/15/2020,176.28,13.18,19.38,11.5,0.73,25.32,12.74
OD002,1/16/2020,151.02,8.25,10.45,17.91,1.29,19.29,22.41
OD002,1/17/2020,142.69,5.63,11.25,16.88,1.27,16.61,11.29
OD002,1/18/2020,136.38,5.51,11.27,16.77,1.46,15.52,6.46
OD002,1/19/2020,155.15,6.32,10.93,17.21,1.71,14.59,14.84
OD002,1/20/2020,133.73,8.21,10.1,18.32,1.31,13.24,14.46
OD002,1/21/2020,124.49,11.35,8.77,20.12,1.17,11.71,21.59
OD002,1/22/2020,230.16,11.55,8.67,20.2,1.35,10.61,21.4
OD002,1/23/2020,192.23,14.12,7.6,21.72,1.43,9.89,9.33
OD002,1/24/2020,342.42,19.21,7.29,19.0,1.45,10.28,28.36
OD002,1/25/2020,354.44,17.18,4.56,16.38,1.71,16.28,23.18
OD002,1/26/2020,214.85,6.51,5.71,12.21,1.98,28.96,32.16
OD002,1/27/2020,193.13,8.91,5.71,30.93,1.82,13.53,17.04
OD002,1/28/2020,110.94,7.85,5.15,13.0,1.02,12.29,23.84
OD002,1/29/2020,129.79,8.89,4.68,13.57,1.37,11.08,16.01
OD002,1/30/2020,103.46,10.15,4.13,14.29,1.57,10.85,21.19
OD002,1/31/2020,122.08,9.04,5.44,12.55,1.68,10.63,22.94
OD002,2/1/2020,105.22,27.94,6.24,23.08,0.19,11.21,25.48
OD002,2/2/2020,100.88,7.17,5.44,12.55,0.08,10.53,31.51
OD002,2/3/2020,74.1,6.63,5.71,12.24,0.0,9.74,41.81
OD002,2/4/2020,76.6,7.58,5.24,12.82,0.65,11.75,48.44
OD002,2/5/2020,74.97,8.62,4.82,13.44,2.16,11.93,26.87
OD002,2/6/2020,89.59,32.38,6.47,36.33,2.3,9.33,8.26
OD002,2/7/2020,44.25,7.85,2.25,10.1,1.01,1.66,6.15
OD002,2/8/2020,42.24,5.4,2.94,8.34,1.15,1.28,7.68
OD002,2/9/2020,30.6,3.75,3.4,7.11,1.13,0.74,2.14
OD002,2/10/2020,112.93,20.27,5.97,20.82,1.67,25.91,25.01
OD002,2/11/2020,137.0,6.5,6.26,11.86,2.04,33.52,31.38
OD002,2/12/2020,118.16,17.77,6.59,17.76,1.92,31.01,29.85
OD002,2/13/2020,142.21,4.81,8.43,8.36,1.73,26.86,23.95
OD002,2/14/2020,145.62,6.84,5.59,12.43,1.72,28.01,26.1
OD002,2/15/2020,127.29,6.7,5.61,12.31,1.8,27.68,31.85
OD002,2/16/2020,152.3,13.2,4.98,16.16,2.07,29.0,42.85
OD002,2/17/2020,159.45,9.52,4.76,13.42,1.97,29.09,37.18
OD002,2/18/2020,109.82,11.14,5.05,14.27,1.99,40.37,27.18
OD002,2/19/2020,101.43,13.66,4.94,16.04,2.09,51.95,23.68
OD002,2/20/2020,67.9,6.72,5.65,12.34,1.86,49.87,15.23
OD002,2/21/2020,35.26,8.05,5.04,13.09,0.92,36.57,22.98
OD002,2/22/2020,51.87,9.2,4.55,13.75,1.11,29.07,36.42
OD002,2/23/2020,71.04,8.69,4.76,13.45,1.63,29.1,31.42
OD002,2/24/2020,52.26,10.22,4.13,14.34,1.74,35.62,10.74
OD002,2/25/2020,25.69,11.6,3.55,15.12,1.28,35.28,14.81
OD002,2/26/2020,44.79,10.53,4.0,14.5,1.46,28.14,16.84
OD002,2/27/2020,67.14,9.33,4.49,13.82,2.15,33.57,21.84
OD002,2/28/2020,74.1,10.55,4.01,14.42,2.05,37.65,23.51
OD002,2/29/2020,72.61,18.42,3.75,19.19,1.89,40.09,48.8
OD002,3/1/2020,83.64,11.21,3.68,14.87,2.02,43.74,41.32
OD002,3/2/2020,84.56,16.14,4.18,26.32,2.1,46.64,30.07
OD002,3/3/2020,56.77,9.68,4.33,14.01,1.41,48.01,33.36
OD002,3/4/2020,36.24,28.47,3.77,30.86,1.45,52.31,4.48
OD002,3/5/2020,17.33,15.83,3.27,17.61,1.09,50.27,3.67
OD002,3/6/2020,14.84,123.37,4.46,125.74,1.09,47.91,4.44
OD002,3/7/2020,12.97,12.87,3.31,15.83,1.27,46.79,18.54
OD002,3/8/2020,21.92,12.25,4.01,15.48,1.68,45.85,12.0
OD002,3/9/2020,30.49,13.14,3.75,15.94,1.75,38.2,41.69
OD002,3/10/2020,25.92,14.2,3.53,16.56,1.41,34.41,34.99
OD002,3/11/2020,8.29,16.37,4.2,17.81,1.12,68.67,45.6
OD002,3/12/2020,17.16,13.06,6.67,15.39,1.3,66.04,16.04
OD002,3/13/2020,15.41,15.91,12.44,15.51,1.36,73.67,31.67
OD002,3/14/2020,13.25,0.45,13.15,10.78,1.15,57.9,18.02
OD002,3/20/2020,66.21,84.09,4.41,42.22,3.36,20.48,48.76
OD002,3/21/2020,51.49,25.63,4.88,11.02,3.01,16.57,34.48
OD002,3/22/2020,34.34,27.92,4.64,8.29,1.81,4.95,46.93
OD002,3/23/2020,27.46,1.32,5.45,0.31,1.68,2.1,37.47
OD002,3/24/2020,56.25,1.04,5.64,0.21,2.28,0.41,46.06
OD002,3/26/2020,64.41,150.78,5.79,3.98,2.59,0.01,40.54
OD002,4/1/2020,41.97,82.19,3.81,39.05,1.96,3.14,50.75
OD002,4/24/2020,25.29,23.07,9.83,13.88,1.9,68.72,48.42
OD002,4/25/2020,15.35,7.32,21.02,26.32,2.04,52.14,55.81
OD002,5/5/2020,36.55,8.9,17.53,22.37,1.93,20.34,45.12
OD002,5/6/2020,45.62,61.87,17.46,35.48,1.71,15.42,58.28
OD002,5/7/2020,43.5,5.4,16.83,15.71,1.56,14.19,49.75
OD002,5/8/2020,51.06,2.67,18.62,13.28,1.53,13.46,82.01
OD002,5/9/2020,88.11,43.82,17.45,29.73,2.21,14.81,73.52
OD002,5/10/2020,51.8,53.08,16.72,32.86,1.5,13.75,56.83
OD002,5/11/2020,63.56,4.17,18.5,13.47,1.74,14.64,61.28
OD002,5/12/2020,55.5,5.35,17.67,14.58,1.43,14.7,48.57
OD002,5/13/2020,44.4,3.14,19.07,12.7,1.37,14.48,49.42
OD002,5/14/2020,51.88,59.56,13.94,40.2,1.25,15.37,43.26
OD002,5/15/2020,20.3,6.75,14.22,19.57,1.41,15.35,54.25
OD002,5/16/2020,25.8,37.01,12.24,51.27,1.52,16.26,59.37
OD002,5/17/2020,44.64,11.58,10.73,4.26,0.52,19.22,22.03
OD002,6/24/2020,14.12,10.62,20.28,6.98,0.3,17.07,40.03
OD002,6/25/2020,12.02,7.69,25.5,21.6,0.46,17.23,44.58
OD002,6/26/2020,13.17,7.31,21.5,28.81,0.93,17.52,44.96
OD002,6/27/2020,20.75,8.17,21.95,15.89,1.18,18.62,48.87
OD002,6/29/2020,20.37,22.82,19.64,18.96,1.59,20.79,46.84
OD002,6/30/2020,18.62,21.24,26.53,47.6,1.3,14.34,28.77
OD002,7/1/2020,24.85,27.73,29.36,57.09,1.52,14.42,14.9
PB001,10/4/2017,64.58,10.05,4.97,23.64,0.4,4.44,27.86
PB001,10/5/2017,63.2,7.13,5.76,22.92,0.23,2.59,26.16
PB001,10/6/2017,74.82,8.23,6.79,23.09,0.34,3.72,28.63
PB001,10/7/2017,50.85,12.73,16.28,34.88,0.29,3.6,27.13
PB001,10/8/2017,60.98,5.91,14.52,32.49,0.16,2.73,18.03
PB001,10/9/2017,52.15,4.99,14.12,33.6,0.25,3.01,20.02
PB001,10/19/2017,139.16,18.64,37.98,55.06,0.69,5.22,17.49
PB001,10/20/2017,248.12,29.93,40.11,70.05,1.08,9.66,12.32
PB001,10/21/2017,148.47,12.04,32.77,44.81,1.17,4.9,12.08
PB001,10/22/2017,194.47,13.87,35.42,49.29,1.25,5.15,10.86
PB001,10/23/2017,214.73,18.8,41.72,60.52,1.17,6.44,12.38
PB001,10/24/2017,71.13,19.23,40.37,59.6,1.03,4.28,11.79
PB001,10/25/2017,126.19,27.26,46.16,73.42,1.37,5.91,13.68
PB001,10/26/2017,133.53,18.63,41.42,60.05,1.19,4.74,20.3
PB001,10/27/2017,150.33,9.42,39.46,48.88,1.13,5.8,12.62
PB001,10/28/2017,165.75,15.8,39.01,54.81,1.42,5.62,13.11
PB001,10/29/2017,221.93,14.34,39.44,53.78,1.3,5.2,14.02
PB001,10/30/2017,147.44,15.54,39.07,54.62,1.37,4.87,10.89
PB001,10/31/2017,174.03,20.75,41.44,62.18,1.45,4.39,9.84
PB001,11/1/2017,145.27,17.83,39.11,56.94,1.11,3.59,15.1
PB001,11/2/2017,129.13,14.12,32.27,46.39,1.15,4.98,14.08
PB001,11/3/2017,146.53,8.45,29.28,37.73,1.31,3.88,15.18
PB001,11/4/2017,144.73,16.4,37.42,53.81,1.87,7.78,12.17
PB001,11/5/2017,160.69,6.89,17.91,23.24,1.79,5.13,15.85
PB001,11/6/2017,140.05,51.16,42.09,59.61,1.77,5.17,20.13
PB001,11/7/2017,97.78,8.32,30.81,36.48,1.9,4.39,3.93
PB001,11/8/2017,90.68,26.51,28.37,54.2,1.89,5.71,3.71
PB001,11/9/2017,113.0,38.56,21.98,60.07,2.13,8.28,19.28
PB001,11/10/2017,137.47,38.12,21.68,56.14,2.0,7.71,23.6
PB001,11/11/2017,147.97,40.1,24.95,67.76,2.27,9.16,36.54
PB001,11/12/2017,151.19,59.56,29.61,89.17,1.89,8.14,31.48
PB001,11/13/2017,121.54,55.74,20.89,76.63,1.8,6.0,23.6
PB001,11/14/2017,89.18,54.75,5.2,59.94,1.3,4.34,24.42
PB001,11/15/2017,38.17,46.4,13.71,59.36,0.66,7.43,23.57
PB001,11/16/2017,78.81,58.44,41.92,100.36,1.05,18.04,25.52
PB001,11/17/2017,111.37,57.05,31.94,88.99,1.4,8.03,29.84
PB001,11/18/2017,83.0,52.17,7.07,57.11,0.97,8.07,25.07
PB001,11/19/2017,106.43,56.49,12.22,68.71,1.05,5.24,21.02
PB001,11/20/2017,144.45,54.15,31.96,85.69,1.38,11.93,29.91
PB001,11/21/2017,128.92,61.57,46.82,108.39,1.17,9.23,33.66
PB001,11/22/2017,143.36,76.45,47.59,124.04,1.87,11.0,32.23
PB001,11/23/2017,110.68,68.04,48.8,116.84,1.74,9.61,51.68
PB001,11/24/2017,141.64,82.14,49.18,130.87,2.31,14.29,54.87
PB001,11/25/2017,143.81,93.94,50.9,144.84,2.44,11.24,21.83
PB001,11/26/2017,137.81,100.06,50.56,150.62,2.5,9.17,24.79
PB001,11/27/2017,137.05,73.78,45.09,118.88,2.52,10.52,60.42
PB001,11/28/2017,129.76,83.19,41.77,124.96,2.65,15.28,52.76
PB001,11/29/2017,146.1,90.92,30.53,120.09,3.08,6.11,44.48
PB001,11/30/2017,146.1,86.92,33.22,119.97,2.91,6.23,27.76
PB001,12/1/2017,147.77,96.96,35.25,132.21,2.47,6.53,26.29
PB001,12/2/2017,119.12,79.18,23.9,103.08,1.96,8.67,30.52
PB001,12/3/2017,130.16,66.72,14.57,81.29,2.31,6.87,19.05
PB001,12/4/2017,108.22,47.23,7.36,54.59,1.48,4.54,18.64
PB001,12/5/2017,92.93,47.7,3.08,50.78,1.39,3.69,18.47
PB001,12/6/2017,51.36,8.1,102.85,105.34,1.14,4.3,18.65
PB001,12/7/2017,106.08,19.15,49.15,66.48,2.41,10.52,24.02
PB001,12/8/2017,131.98,31.82,20.28,52.09,2.83,15.63,23.9
PB001,12/9/2017,117.47,38.13,19.17,57.3,2.15,6.8,20.97
PB001,12/10/2017,102.19,33.67,18.62,52.28,3.83,7.07,19.06
PB001,12/11/2017,44.98,25.9,13.03,38.91,3.75,9.09,17.91
PB001,12/12/2017,53.43,25.21,10.07,35.27,2.82,4.37,19.16
PB001,12/13/2017,66.28,24.35,16.09,40.44,1.7,4.5,16.98
PB001,12/14/2017,58.41,23.33,16.29,39.62,0.86,6.69,17.61
PB001,12/15/2017,53.83,25.17,18.12,43.28,0.87,6.22,16.45
PB001,12/16/2017,58.65,24.95,19.43,44.38,0.7,4.64,15.89
PB001,12/17/2017,63.41,25.57,20.54,46.11,1.39,4.03,15.84
PB001,12/18/2017,43.93,24.83,21.39,46.22,1.74,3.97,16.82
PB001,12/19/2017,75.09,25.17,22.07,47.24,0.86,5.83,17.59
PB001,12/20/2017,108.76,27.08,23.33,50.41,1.2,6.1,22.4
PB001,12/21/2017,87.22,20.54,42.63,54.36,0.96,12.91,24.44
PB001,12/22/2017,56.46,5.73,25.53,31.26,1.53,2.98,24.89
PB001,12/23/2017,72.21,6.3,26.12,32.42,2.16,3.34,25.49
PB001,12/24/2017,96.33,7.72,28.36,36.08,1.71,3.36,21.55
PB001,12/25/2017,112.36,8.0,28.77,36.76,1.41,3.31,20.73
PB001,12/26/2017,148.9,7.08,28.1,35.17,1.22,2.86,19.3
PB001,12/27/2017,177.53,8.73,28.78,37.51,1.37,3.44,23.38
PB001,12/28/2017,101.19,5.98,26.62,32.6,1.24,5.94,23.25
PB001,12/29/2017,100.84,5.9,27.47,33.37,1.63,3.94,23.1
PB001,12/30/2017,133.75,6.72,28.81,35.53,2.0,3.58,19.5
PB001,12/31/2017,158.06,8.56,30.4,38.96,2.11,3.77,19.09
PB001,1/1/2018,161.69,7.82,30.43,38.24,1.7,2.9,18.68
PB001,1/2/2018,149.97,9.53,31.25,40.78,1.74,3.12,18.93
PB001,1/3/2018,87.04,7.47,29.9,37.38,1.42,3.54,18.71
PB001,1/12/2018,98.85,4.95,75.7,89.91,1.47,5.39,26.64
PB001,1/13/2018,103.52,7.5,78.17,86.29,1.66,3.32,19.76
PB001,1/14/2018,124.02,23.65,94.18,134.6,1.92,5.71,20.39
PB001,1/15/2018,66.92,17.36,86.72,105.11,1.36,3.24,23.5
PB001,1/16/2018,77.72,7.18,79.22,86.56,1.44,10.0,23.22
PB001,1/17/2018,77.71,5.23,77.4,96.5,1.25,3.27,19.23
PB001,1/18/2018,73.58,5.84,78.11,84.39,1.2,5.07,19.1
PB001,1/19/2018,61.57,5.4,77.61,96.68,1.23,3.64,20.29
PB001,1/20/2018,70.31,5.62,76.93,82.55,1.24,3.89,21.19
PB001,1/21/2018,74.04,6.29,76.91,83.2,1.2,3.09,22.55
PB001,1/22/2018,58.91,5.36,77.1,82.45,1.1,2.76,19.82
PB001,1/23/2018,58.9,6.49,78.77,88.61,0.82,3.24,17.78
PB001,1/24/2018,26.86,6.99,78.52,99.51,0.68,3.05,18.36
PB001,1/25/2018,62.55,7.44,79.24,87.27,1.98,3.1,17.4
PB001,1/26/2018,57.51,7.2,79.01,99.72,1.26,2.5,17.71
PB001,1/27/2018,70.09,15.42,60.24,81.09,1.04,5.11,17.25
PB001,1/28/2018,53.67,79.13,34.3,103.35,0.92,4.04,13.69
PB001,1/29/2018,45.61,56.09,45.86,115.47,0.94,3.4,15.74
PB001,1/30/2018,61.12,72.13,47.57,120.39,0.92,3.52,13.38
PB001,1/31/2018,56.96,71.85,53.42,140.88,0.92,2.97,13.15
PB001,2/1/2018,44.39,72.97,54.79,127.95,0.94,3.48,13.89
PB001,2/2/2018,31.79,66.62,59.83,141.5,0.82,2.56,13.11
PB001,2/3/2018,55.78,70.91,65.5,150.96,0.77,2.79,14.2
